id,severity_estimated,severity_source,impact_type,reachability,blast_radius,severity_why
38dfedc9818fefa1,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash occurs during local validator client initialization and cannot be triggered by a remote network packet or transaction.
3aca39ecc91ce391,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"The crash occurs in a validator's MEV proposal logic upon receiving a malformed REST response, which is a local client failure and not a network-scale attack via a single transaction or packet."
9e2f658081f58068,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash is triggered by internal resource exhaustion and is not reachable by a single remote network packet or transaction.
a0006b5df9d44a62,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A malformed attestation in a single block can crash all nodes running this client; since it's a minor client (<10%), this affects a significant but not majority portion of the network."
be2249ab749ba661,not-eligible,llm-estimated,local_only,local_internal,client_specific,The crash occurs during local keystore file loading and cannot be triggered by a remote network packet or transaction.
6a46983d419cb1d9,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The crash is triggered by the node's own EL provider returning null, not by a remote network packet or on-chain transaction."
aaff3ef92f1f9527,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash is triggered by a specific local CLI configuration flag and is not reachable via a remote network packet or transaction.
2c2aadcad6e6d3e9,not-eligible,llm-estimated,local_only,local_internal,client_specific,"The crash occurs during local initialization based on user-provided provider configuration, not via a remote network packet or transaction."
94ace6d6d47ca237,not-eligible,llm-estimated,none,local_internal,client_specific,"The provided code diff only modifies a test fixture file, meaning the crash occurred in the test suite, not in the production block-processing logic."
ceaf70d908c36002,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote packet (malformed block) can crash the client, but since the client has <10% share, the network impact is limited to a small percentage of nodes."
6cdc5d72b1d9b9e7,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The issue is a platform-specific compiler configuration to prevent rare crashes and is not triggerable by a single remote network packet.
fccc19c4ad88db91,not-eligible,llm-estimated,liveness_dos,local_internal,spec_level,"The crash is triggered by internal state transitions during genesis/replay, not by a single remote network packet or transaction."
c3a69b5c91468f8c,not-eligible,llm-estimated,none,local_internal,client_specific,The change only modifies the formatting of debug stacktraces in logs and does not resolve a bug that could impact the network.
f52c6d367079fbd7,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The crash occurs in the JSON-RPC API layer, which is client-specific and does not impact network consensus or the global validator set."
c63d764e341bd6b2,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash occurs during the node's own bootstrap connection attempt and cannot be used to remotely take down the network or other nodes via a single packet.
9d13ac7a774ba0bb,not-eligible,llm-estimated,none,local_internal,client_specific,"The diff contains only Makefile renaming and a variable rename, which are local build/config changes with no remote network impact."
66b9ba0fc4ac07b0,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The fix addresses internal exception handling and RPC crashes in client-specific code, not a remote-triggerable network-scale vulnerability."
c4f089341e90a204,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The crash is triggered by internal validator duty logic, not by a remote network packet or on-chain transaction."
2182bc9e6812e1e1,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A remote packet causing a crash in a minority client (<10%) results in a Liveness DoS limited to that client's users.
dc04a4374972f81a,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix addresses local validator loading performance and logging, which is not triggerable via a remote network packet and has no network-scale impact."
91f368ae2d98a87e,not-eligible,llm-estimated,local_only,local_internal,client_specific,The crash is triggered by local configuration changes (removing keys) and does not result from a remote packet or on-chain transaction.
75d906d538f08dee,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,A remote malicious block causing a crash in a client with <10% market share would bring down >5% of the network.
800130ee2388534f,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The fix prevents a local node crash from a remote attestation when out of sync; since the client has <10% market share, a crash cannot bring down >33% of the network."
77d9748a3467e281,not-eligible,llm-estimated,none,local_internal,client_specific,The changes are general maintenance and local stability fixes for the validator client and do not address a remote-triggerable network-scale vulnerability.
732e5d8c144f70d1,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"Remote network packets can trigger a crash in a minor client (<10% share), which constitutes a low-impact DoS per EF definitions."
4afc7b1018bcaa26,not-eligible,llm-estimated,none,local_internal,client_specific,"The defect is a regression in a client-side security alert for validator operators and has no impact on network consensus, liveness, or fund security."
9792871693638130,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A remote packet causing a crash in a client with ~10% share can bring down >5% of the network.
3ec9d7eaf8ddf785,not-eligible,llm-estimated,none,local_internal,client_specific,This is a refactoring and cleanup PR addressing internal type naming and a crash in a local debug API endpoint.
9dc11da140d8d94f,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"The crash is triggered by a local EL disconnection and is client-specific, failing the 'single remote packet/tx' reachability requirement."
bb432ab46ea76e16,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,Integer overflow in spec-level slashing logic leads to state divergence and a chain split for this client's users.
b3991213642872b7,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A malicious attestation can trigger a crash in the gossip processing layer, potentially bringing down the minor client's share of the network (>5% but <10%)."
506cdbf2885aebbb,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The leak is internal and not triggerable by a single remote network packet or transaction.
8e0c3d1ab51bdeb5,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,The bug is in a client-specific synchronization manager and does not affect global consensus or the network at large.
d2b9787231a85a1d,not-eligible,upstream-cvss,,,,
7b1a26eb125f6c82,not-eligible,upstream-cvss,,,,
4ad3d9cbbf30c79e,not-eligible,upstream-cvss,,,,
5831d5ed0890d230,not-eligible,upstream-cvss,,,,
39aa5ca9f73ec109,not-eligible,upstream-cvss,,,,
cd1a0dca8b24f33d,not-eligible,upstream-cvss,,,,
8f324e4ea3f47c3e,not-eligible,upstream-cvss,,,,
91b4713e9da033cf,not-eligible,upstream-cvss,,,,
b895cee8bae681e6,not-eligible,upstream-cvss,,,,
69fdb0b55f0a50a4,not-eligible,upstream-cvss,,,,
85711aaff5fe16f2,not-eligible,upstream-cvss,,,,
897b176efd84dbb3,not-eligible,upstream-cvss,,,,
bf1c558ed164ba6c,not-eligible,upstream-cvss,,,,
efec48e6fb5dc57c,not-eligible,upstream-cvss,,,,
95db77d6853f77e3,not-eligible,upstream-cvss,,,,
d78114cf6e8944c3,not-eligible,upstream-cvss,,,,
6cdde71211840a34,not-eligible,upstream-cvss,,,,
b7cf3f146ad9f598,not-eligible,upstream-cvss,,,,
1575d2d089d6d05a,not-eligible,upstream-cvss,,,,
90c378110c2effe2,not-eligible,upstream-cvss,,,,
3c83a22575420ffe,not-eligible,upstream-cvss,,,,
93c967242ac1383d,not-eligible,upstream-cvss,,,,
bbd2aedb189f96eb,not-eligible,upstream-cvss,,,,
5851b2083fb6adda,not-eligible,upstream-cvss,,,,
cbeac3b7008889ab,not-eligible,upstream-cvss,,,,
3af29a7ad9567c4e,not-eligible,upstream-cvss,,,,
4c5105a84847f157,not-eligible,upstream-cvss,,,,
0c7e1cdfed270f97,not-eligible,upstream-cvss,,,,
7c463763c1ff6d4c,not-eligible,upstream-cvss,,,,
490e743b6465e0ae,not-eligible,upstream-cvss,,,,
a5e3d3ccb542647c,not-eligible,upstream-cvss,,,,
a0729a30ca5bd985,not-eligible,upstream-cvss,,,,
9f9ee97feef0253b,not-eligible,upstream-cvss,,,,
9128c2c667048cc1,not-eligible,upstream-cvss,,,,
68bdfed3df4371f7,not-eligible,upstream-cvss,,,,
c5795f2287c15cf1,not-eligible,upstream-cvss,,,,
41462eea2d37a5fa,not-eligible,upstream-cvss,,,,
935197d78c9f9ffb,not-eligible,upstream-cvss,,,,
d8589eba990776e4,not-eligible,upstream-cvss,,,,
1e99682791d91169,not-eligible,upstream-cvss,,,,
4ea4b6150827ba24,not-eligible,upstream-cvss,,,,
2e29e8a3eabadbca,not-eligible,upstream-cvss,,,,
8f4f9700cef1c941,not-eligible,upstream-cvss,,,,
f256ad605450d039,not-eligible,upstream-cvss,,,,
ac345a0f26d801f9,not-eligible,upstream-cvss,,,,
51430fcfbe693348,not-eligible,upstream-cvss,,,,
e419850084c9fbbc,not-eligible,upstream-cvss,,,,
e39b73ffbf19d532,not-eligible,upstream-cvss,,,,
0f664502b78602da,not-eligible,upstream-cvss,,,,
200bd02d27dcb1a6,not-eligible,upstream-cvss,,,,
72c1211e4ab135c3,not-eligible,upstream-cvss,,,,
5f1cd81b488be4f6,not-eligible,upstream-cvss,,,,
2a9f78577aea8562,not-eligible,upstream-cvss,,,,
30a3e5e264be7606,not-eligible,upstream-cvss,,,,
d5c08e0a42addf71,not-eligible,upstream-cvss,,,,
ca239172a4cb817d,not-eligible,upstream-cvss,,,,
6ba40c02a6837b7b,not-eligible,upstream-cvss,,,,
edfd4dadc0f75c85,not-eligible,upstream-cvss,,,,
95e98f69281dbd28,not-eligible,upstream-cvss,,,,
0ce44a0311e3c0b6,not-eligible,upstream-cvss,,,,
37af19a4e406cd3e,not-eligible,upstream-cvss,,,,
329a56e7e54e28ed,not-eligible,upstream-cvss,,,,
e0da670f378bce34,not-eligible,upstream-cvss,,,,
14128f1f55de75d0,not-eligible,upstream-cvss,,,,
a04325e1301e992d,not-eligible,upstream-cvss,,,,
de9fc22bd42f2765,not-eligible,upstream-cvss,,,,
267c088aa176946a,not-eligible,upstream-cvss,,,,
105ea9d5165974f2,not-eligible,upstream-cvss,,,,
fef7b6f4b9b22b64,not-eligible,upstream-cvss,,,,
5d1918e0be9ba836,not-eligible,upstream-cvss,,,,
f2056e608b0e083c,not-eligible,upstream-cvss,,,,
1ff521ae63276e86,not-eligible,upstream-cvss,,,,
ddcd386cd78ecadb,not-eligible,upstream-cvss,,,,
830b5531408ef78e,not-eligible,upstream-cvss,,,,
2c2498dc5f7e687c,not-eligible,upstream-cvss,,,,
e808a375251c28e9,not-eligible,upstream-cvss,,,,
